,satisfaction_level,number_project,average_montly_hours,time_spend_company,Work_accident,left,salary
3481,0.66,3,179,4,0,0,1
3482,0.78,5,137,2,0,0,1
3483,0.65,4,211,2,0,0,1
3484,0.8,5,271,4,0,0,1
3485,0.56,4,192,2,0,0,1
3486,0.85,4,228,4,0,0,1
3487,0.14,2,267,6,1,0,1
3488,0.74,4,272,2,0,0,1
3489,0.86,2,260,2,0,0,1
3490,0.71,4,161,3,0,0,1
3491,0.83,4,226,2,0,0,1
3492,0.52,4,249,4,1,0,2
3493,0.63,3,243,3,0,0,2
3494,0.92,4,247,2,0,0,2
3495,0.66,3,186,2,0,0,2
3496,0.77,3,155,3,0,0,2
3497,0.74,2,135,4,0,0,2
3498,0.81,5,198,4,0,0,2
3499,0.67,3,175,2,0,0,2
3500,0.75,3,192,3,0,0,2
3501,0.65,2,282,3,0,0,2
3502,0.81,4,179,3,0,0,2
3503,0.57,4,245,3,0,0,2
3504,0.89,4,235,3,0,0,0
3505,0.5,4,266,2,0,0,1
3506,0.21,4,269,4,1,0,2
3507,0.79,3,264,2,0,0,2
3508,0.66,3,161,2,1,0,2
3509,0.82,3,203,3,0,0,2
3510,0.85,4,258,2,0,0,1
3511,0.72,3,143,3,0,0,1
3512,0.52,3,214,3,0,0,1
3513,0.5,4,166,3,1,0,1
3514,0.52,3,192,3,0,0,1
3515,0.13,3,185,4,1,0,1
3516,0.87,4,173,3,0,0,1
3517,0.53,2,163,3,0,0,1
3518,0.15,5,277,4,0,0,1
3519,0.64,5,274,2,1,0,1
3520,0.52,3,119,2,0,0,1
3521,0.79,4,267,3,0,0,1
3522,0.74,3,160,2,0,0,1
3523,0.81,4,198,2,0,0,1
3524,0.94,3,193,3,0,0,1
3525,0.67,6,250,2,0,0,1
3526,0.93,3,237,4,1,0,1
3527,0.52,4,170,2,0,0,1
3528,0.48,2,157,2,1,0,2
3529,0.57,6,267,4,0,0,2
3530,0.71,4,192,4,0,0,2
3531,0.9,4,218,2,1,0,2
3532,0.58,4,210,3,0,0,2
3533,0.66,4,229,4,0,0,2
3534,0.59,3,186,3,0,0,2
3535,0.96,3,234,2,1,0,2
3536,0.13,2,149,5,0,0,2
3537,0.93,3,205,3,0,0,2
3538,0.54,3,148,4,0,0,2
3539,0.54,5,270,3,0,0,2
3540,0.87,3,176,3,0,0,0
3541,0.79,3,226,2,0,0,1
3542,0.83,3,232,4,0,0,2
3543,0.73,3,137,3,0,0,2
3544,0.29,6,253,3,0,0,2
3545,0.8,6,231,4,0,0,2
3546,0.29,3,189,6,0,0,1
3547,0.43,6,168,2,0,0,1
3548,0.99,3,261,3,0,0,1
3549,0.86,4,152,3,0,0,1
3550,0.85,5,263,2,1,0,1
3551,0.66,3,258,3,0,0,1
3552,0.57,3,205,3,0,0,1
3553,0.31,6,183,2,1,0,1
3554,0.88,3,153,3,0,0,1
3555,0.72,5,194,4,0,0,1
3556,0.75,4,202,2,0,0,1
3557,0.82,4,164,4,0,0,1
3558,0.82,3,213,2,0,0,1
3559,0.15,4,265,6,0,0,1
3560,0.16,6,218,3,0,0,1
3561,0.95,5,286,4,0,0,1
3562,0.87,3,172,3,1,0,1
3563,0.85,4,251,2,0,0,1
3564,0.58,3,110,3,1,0,1
3565,0.63,3,269,4,0,0,1
3566,0.69,3,151,3,1,0,1
3567,0.53,5,161,2,0,0,2
3568,0.96,4,210,3,0,0,2
3569,0.73,2,167,3,0,0,2
3570,0.5,3,270,3,1,0,2
3571,0.81,3,133,3,1,0,2
3572,0.82,3,249,3,0,0,2
3573,0.76,4,266,3,0,0,2
3574,0.27,4,276,2,0,0,2
3575,0.64,6,215,3,0,0,2
3576,0.57,3,262,2,0,0,2
3577,0.49,5,193,3,0,0,2
3578,0.66,2,102,4,0,0,2
3579,0.71,4,278,4,1,0,0
3580,0.61,3,250,4,0,0,1
3581,0.52,5,193,4,0,0,2
3582,0.62,3,133,3,0,0,2
3583,0.98,4,216,4,0,0,2
3584,0.67,5,174,2,1,0,2
3585,0.85,2,280,4,0,0,1
3586,0.84,4,246,2,0,0,1
3587,1.0,3,142,3,0,0,1
3588,0.72,4,144,3,1,0,1
3589,0.66,6,100,4,1,0,1
3590,0.64,5,212,2,0,0,1
3591,1.0,5,201,3,0,0,1
3592,0.75,5,206,2,0,0,1
3593,0.81,4,197,3,0,0,1
3594,0.31,5,232,5,0,0,1
3595,0.32,6,272,2,0,0,1
3596,0.48,4,173,3,0,0,1
3597,0.62,2,124,2,0,0,1
3598,0.77,5,282,4,0,0,1
3599,0.76,2,219,4,1,0,1
3600,0.68,3,106,6,0,0,1
3601,0.72,4,192,4,0,0,1
3602,0.87,5,190,2,0,0,1
3603,0.59,2,156,2,0,0,1
3604,0.7,3,180,2,0,0,1
3605,0.73,4,245,2,0,0,1
3606,0.58,3,169,2,0,0,2
3607,0.64,3,188,4,0,0,2
3608,0.89,5,224,2,0,0,2
3609,0.95,3,263,2,1,0,2
3610,0.84,3,262,2,0,0,2
3611,0.6,4,225,3,0,0,2
3612,0.71,5,224,3,1,0,2
3613,0.6,3,266,3,0,0,2
3614,0.91,3,218,3,1,0,2
3615,0.75,3,102,3,0,0,2
3616,0.7,4,181,3,0,0,2
3617,0.23,5,150,5,0,0,2
3618,0.73,4,270,2,0,0,0
3619,0.99,4,270,2,0,0,1
3620,0.62,5,265,3,0,0,2
3621,0.98,4,169,3,0,0,2
3622,0.61,3,224,4,0,0,2
3623,0.52,3,150,2,1,0,2
3624,0.65,5,239,4,0,0,1
3625,0.59,3,245,3,1,0,1
3626,0.71,3,182,2,1,0,1
3627,0.18,5,182,4,0,0,1
3628,0.21,4,243,4,0,0,1
3629,0.15,6,209,5,0,0,1
3630,0.97,4,195,4,0,0,1
3631,0.39,3,190,2,0,0,1
3632,0.35,2,140,2,0,0,2
3633,0.88,4,147,4,0,0,2
3634,0.58,3,265,3,0,0,2
3635,0.61,3,238,2,0,0,2
3636,0.59,3,155,3,0,0,2
3637,0.55,4,132,5,1,0,2
3638,0.52,5,257,3,0,0,2
3639,0.71,2,255,3,0,0,2
3640,0.63,5,229,2,0,0,2
3641,0.17,5,216,4,0,0,2
3642,0.95,4,269,4,0,0,2
3643,1.0,3,205,2,0,0,2
3644,0.73,2,151,3,0,0,2
3645,0.8,4,246,3,1,0,2
3646,0.63,4,256,4,0,0,2
3647,0.95,4,235,3,0,0,2
3648,0.75,4,229,2,0,0,2
3649,0.64,5,158,3,0,0,2
3650,0.72,3,197,3,0,0,2
3651,0.72,3,151,4,0,0,2
3652,0.85,3,167,3,0,0,2
3653,0.24,4,146,4,0,0,2
3654,0.69,4,281,4,0,0,2
3655,0.69,3,212,2,0,0,2
3656,0.87,5,261,3,0,0,2
3657,0.78,3,238,2,0,0,0
3658,0.76,4,235,3,0,0,0
3659,0.35,3,107,3,0,0,0
3660,0.88,6,243,4,0,0,0
3661,0.78,5,233,3,1,0,0
3662,0.36,3,206,5,0,0,0
3663,0.24,5,172,4,0,0,0
3664,0.55,3,248,2,0,0,0
3665,0.91,3,147,4,1,0,0
3666,0.66,5,259,3,0,0,0
3667,0.57,3,267,3,0,0,0
3668,0.64,3,263,3,0,0,0
3669,0.63,3,160,4,1,0,1
3670,0.49,5,176,3,0,0,1
3671,0.7,3,224,3,0,0,1
3672,0.3,3,155,2,0,0,1
3673,0.51,3,132,3,0,0,1
3674,0.71,5,173,3,0,0,1
3675,0.64,3,165,3,0,0,1
3676,0.67,6,272,3,0,0,1
3677,0.83,5,156,3,1,0,1
3678,0.92,3,154,2,1,0,1
3679,0.84,3,237,3,1,0,1
3680,0.97,2,271,6,0,0,1
3681,0.19,6,152,3,0,0,1
3682,0.86,4,152,3,1,0,1
3683,0.71,3,172,3,0,0,1
3684,0.76,4,214,2,1,0,2
3685,0.68,5,201,3,0,0,2
3686,0.61,2,275,3,1,0,2
3687,0.85,3,156,3,0,0,2
3688,0.84,3,234,2,0,0,2
3689,0.62,2,123,2,0,0,2
3690,0.77,3,201,4,0,0,2
3691,0.79,5,160,4,1,0,2
3692,0.97,3,173,2,0,0,2
3693,0.59,4,141,2,1,0,2
3694,0.93,3,231,6,0,0,2
3695,0.85,4,174,2,0,0,2
3696,0.7,4,211,3,0,0,0
3697,0.54,3,249,3,0,0,0
3698,0.42,2,108,5,0,0,0
3699,0.96,4,165,3,0,0,0
3700,0.58,3,181,4,0,0,0
3701,0.61,3,237,2,0,0,0
3702,0.62,5,180,2,0,0,0
3703,0.68,3,209,3,0,0,0
3704,0.6,3,191,5,1,0,1
3705,0.7,4,181,2,1,0,1
3706,0.65,4,250,2,0,0,1
3707,0.48,2,179,2,0,0,1
3708,0.75,3,225,4,0,0,1
3709,0.69,5,267,2,1,0,1
3710,0.34,2,169,2,1,0,1
3711,0.59,4,164,3,0,0,1
3712,0.94,4,155,3,0,0,2
3713,0.98,5,223,2,1,0,2
3714,0.72,3,160,3,0,0,2
3715,0.79,4,268,2,0,0,2
3716,0.54,4,151,4,1,0,2
3717,0.73,3,156,2,0,0,2
3718,0.82,4,136,3,0,0,2
3719,0.57,3,189,2,0,0,2
3720,0.98,5,203,2,0,0,2
3721,0.91,5,174,2,0,0,2
3722,0.72,3,239,2,0,0,2
3723,0.48,5,152,6,0,0,2
3724,0.57,4,268,6,0,0,2
3725,0.86,4,146,3,0,0,2
3726,0.63,3,232,4,0,0,2
3727,0.81,3,255,5,0,0,2
3728,0.21,4,129,4,0,0,2
3729,0.9,3,261,3,1,0,2
3730,0.79,3,101,2,1,0,2
3731,0.95,4,229,3,0,0,2
3732,0.29,3,162,4,0,0,2
3733,0.81,4,270,3,0,0,2
3734,0.21,6,277,5,0,0,2
3735,0.7,5,261,4,0,0,0
3736,0.66,4,204,2,0,0,1
3737,0.16,2,215,2,0,0,2
3738,0.72,3,219,3,0,0,2
3739,0.51,3,147,4,0,0,2
3740,0.59,5,243,2,0,0,2
3741,0.66,2,155,5,1,0,2
3742,0.69,3,253,2,0,0,2
3743,0.69,4,235,3,0,0,2
3744,0.89,5,257,3,0,0,2
3745,0.52,4,225,2,0,0,2
3746,0.91,3,167,3,0,0,2
3747,0.96,5,224,4,0,0,1
3748,0.8,5,127,3,0,0,1
3749,0.55,3,256,3,1,0,1
3750,0.93,4,233,2,0,0,1
3751,0.93,4,169,4,0,0,1
3752,0.54,3,152,2,0,0,1
3753,0.48,5,236,2,0,0,1
3754,0.19,3,154,2,0,0,0
3755,0.95,3,223,2,0,0,1
3756,0.96,4,211,3,0,0,0
3757,0.63,4,192,2,0,0,0
3758,0.81,4,227,2,1,0,1
3759,0.5,4,265,3,1,0,1
3760,0.76,5,228,2,0,0,0
3761,0.84,4,152,3,0,0,1
3762,0.2,5,169,5,0,0,2
3763,0.78,3,169,3,0,0,0
3764,0.8,4,157,3,0,0,2
3765,0.94,4,251,2,1,0,2
3766,0.44,5,253,2,0,0,2
3767,0.92,3,155,2,0,0,2
3768,0.54,3,232,2,0,0,0
3769,0.56,4,195,2,0,0,2
3770,0.66,4,198,3,1,0,2
3771,0.8,3,246,3,0,0,2
3772,0.6,2,214,3,0,0,0
3773,0.73,5,249,3,0,0,2
3774,0.55,3,211,3,1,0,0
3775,0.7,5,269,3,0,0,1
3776,0.53,4,214,3,0,0,2
3777,0.9,4,231,3,0,0,2
3778,0.8,3,175,3,0,0,2
3779,0.51,5,175,3,0,0,2
3780,0.86,5,238,5,0,0,1
3781,0.63,4,228,4,0,0,1
3782,0.83,3,220,4,0,0,1
3783,0.85,4,233,2,1,0,1
3784,0.8,3,225,4,0,0,1
3785,0.79,5,187,3,0,0,1
3786,0.37,3,117,3,0,0,1
3787,0.85,3,184,3,1,0,1
3788,0.76,3,216,3,0,0,1
3789,0.99,4,140,2,1,0,1
3790,0.55,3,201,2,1,0,0
3791,0.69,4,167,3,1,0,1
3792,0.68,5,203,2,0,0,1
3793,0.69,5,231,2,1,0,1
3794,0.65,3,141,4,0,0,1
3795,0.17,6,226,3,1,0,0
3796,0.48,3,199,2,0,0,1
3797,0.65,4,192,3,0,0,1
3798,0.57,4,247,2,0,0,1
3799,0.8,3,164,3,0,0,0
3800,0.8,5,234,2,0,0,1
3801,0.5,2,177,3,1,0,2
3802,0.95,3,208,2,0,0,0
3803,0.69,3,233,3,0,0,2
3804,0.74,4,172,3,0,0,0
3805,0.68,3,141,3,0,0,2
3806,0.68,3,213,3,0,0,2
3807,0.65,5,128,3,1,0,2
3808,0.85,4,151,3,1,0,2
3809,0.49,4,247,3,0,0,2
3810,0.19,6,143,4,0,0,2
3811,0.95,3,164,3,0,0,2
3812,0.63,3,183,3,0,0,2
3813,0.83,4,274,3,0,0,0
3814,0.62,4,261,2,0,0,1
3815,0.74,5,200,3,0,0,2
3816,0.7,5,177,2,0,0,2
3817,0.28,5,139,4,0,0,2
3818,0.39,6,228,5,0,0,2
3819,0.62,3,230,2,0,0,2
3820,0.79,5,212,4,0,0,2
3821,0.87,4,265,4,0,0,2
3822,0.29,3,124,4,0,0,2
3823,0.37,4,155,3,0,0,2
3824,0.68,4,215,4,0,0,0
3825,0.9,4,214,2,0,0,1
3826,0.97,3,181,3,0,0,1
3827,0.6,4,229,2,0,0,1
3828,0.58,5,262,2,0,0,0
3829,0.83,3,165,3,0,0,1
3830,0.83,5,136,3,0,0,1
3831,0.94,4,151,2,1,0,1
3832,0.69,5,226,4,0,0,0
3833,0.81,5,215,2,0,0,1
3834,0.19,6,143,5,1,0,1
3835,0.18,3,223,4,1,0,1
3836,0.58,4,271,3,0,0,1
3837,0.76,3,220,3,0,0,1
3838,0.26,6,182,4,0,0,1
3839,0.78,3,190,3,0,0,1
3840,0.71,3,198,3,0,0,2
3841,0.76,3,141,2,0,0,2
3842,0.44,3,248,2,0,0,2
3843,0.26,2,168,5,0,0,2
3844,0.75,5,162,3,0,0,2
3845,0.64,4,211,3,0,0,2
3846,0.79,4,271,3,0,0,2
3847,0.96,3,271,2,0,0,2
3848,0.63,5,244,2,0,0,2
3849,0.65,5,261,3,1,0,2
3850,0.76,3,225,3,0,0,2
3851,0.26,4,266,5,0,0,2
3852,0.84,3,146,5,1,0,0
3853,0.74,3,233,3,0,0,1
3854,0.53,4,180,3,0,0,2
3855,0.7,5,208,3,0,0,2
3856,0.62,4,165,4,1,0,2
3857,0.71,4,221,4,0,0,2
3858,0.5,3,215,2,0,0,1
3859,0.53,6,264,6,0,0,1
3860,0.88,2,160,4,0,0,1
3861,0.79,2,192,3,0,0,1
3862,0.69,5,201,2,0,0,1
3863,0.57,4,264,2,0,0,1
3864,0.68,4,186,3,1,0,1
3865,0.6,4,272,3,0,0,1
3866,0.7,4,216,3,0,0,1
3867,0.71,4,142,2,1,0,1
3868,0.49,4,133,3,0,0,1
3869,0.74,4,260,2,0,0,1
3870,0.2,4,101,5,0,0,1
3871,0.57,4,230,2,0,0,1
3872,0.83,3,242,4,0,0,1
3873,0.22,3,193,2,0,0,1
3874,0.67,2,234,4,0,0,1
3875,0.54,3,132,3,0,0,1
3876,0.54,4,183,3,0,0,1
3877,0.64,4,191,4,0,0,1
3878,0.23,5,140,4,0,0,1
3879,0.88,5,257,3,0,0,2
3880,0.83,4,219,3,0,0,2
3881,0.88,5,141,2,0,0,2
3882,0.9,5,162,2,0,0,2
3883,0.49,3,181,3,0,0,2
3884,0.55,3,191,3,0,0,2
3885,0.92,4,149,6,1,0,2
3886,0.72,3,164,4,0,0,2
3887,0.63,4,235,3,0,0,2
3888,0.98,3,199,3,0,0,2
3889,0.76,3,248,3,0,0,2
3890,0.42,2,103,3,1,0,2
3891,0.58,4,248,4,0,0,0
3892,0.85,3,153,3,1,0,1
3893,0.67,4,241,4,0,0,2
3894,0.58,4,258,3,0,0,2
3895,0.84,5,172,5,1,0,2
3896,0.56,3,149,2,0,0,2
3897,0.63,4,217,3,0,0,1
3898,0.51,3,243,3,0,0,1
3899,0.95,5,120,3,0,0,1
3900,0.85,3,137,3,1,0,1
3901,0.73,5,150,3,0,0,1
3902,0.2,5,199,5,0,0,1
3903,0.78,3,203,2,0,0,1
3904,0.83,3,273,3,0,0,1
3905,0.87,2,214,3,1,0,1
3906,0.98,5,141,3,0,0,1
3907,1.0,5,243,3,0,0,1
3908,0.7,4,159,3,0,0,1
3909,0.62,5,146,3,0,0,1
3910,0.67,4,159,2,0,0,1
3911,0.86,4,196,3,0,0,1
3912,0.44,5,183,2,1,0,1
3913,0.19,4,192,4,0,0,1
3914,0.76,4,246,2,0,0,1
3915,0.89,5,191,4,0,0,1
3916,0.25,3,158,3,0,0,1
3917,0.68,4,167,2,0,0,1
3918,0.38,2,187,2,1,0,2
3919,0.64,4,199,4,0,0,2
3920,0.76,4,157,3,0,0,2
3921,0.26,2,157,3,0,0,2
3922,0.69,3,178,2,0,0,2
3923,0.98,3,154,2,0,0,2
3924,0.86,5,208,2,1,0,2
3925,0.14,4,273,5,1,0,2
3926,0.58,4,159,3,0,0,2
3927,0.63,4,234,2,0,0,2
3928,0.7,5,139,3,1,0,2
3929,0.73,4,210,4,0,0,2
3930,0.89,3,164,3,0,0,0
3931,0.17,3,241,5,1,0,1
3932,0.86,5,259,2,0,0,2
3933,0.59,3,159,3,1,0,2
3934,0.22,4,131,2,0,0,2
3935,0.55,3,266,2,0,0,2
3936,0.74,3,153,2,0,0,1
3937,0.55,3,253,2,0,0,1
3938,0.67,4,141,2,1,0,1
3939,0.64,3,199,3,0,0,1
3940,0.58,3,205,3,0,0,1
3941,0.9,4,252,3,0,0,1
3942,0.89,4,153,3,0,0,1
3943,0.74,2,171,4,0,0,1
3944,0.78,5,150,4,0,0,1
3945,0.97,4,247,3,0,0,1
3946,0.52,4,150,2,1,0,1
3947,0.99,4,206,2,0,0,1
3948,0.76,4,192,4,1,0,1
3949,0.69,5,164,3,0,0,1
3950,0.59,3,186,3,0,0,1
3951,0.95,3,249,3,0,0,1
3952,0.69,3,214,2,0,0,1
3953,0.76,4,193,4,0,0,1
3954,0.7,2,114,4,0,0,1
3955,0.87,2,122,2,0,0,1
3956,0.44,3,170,3,1,0,1
3957,0.54,3,151,3,0,0,2
3958,0.55,3,156,3,0,0,2
3959,0.81,5,170,3,1,0,2
3960,0.5,3,188,2,0,0,2
3961,0.93,4,201,3,1,0,2
3962,0.64,6,254,6,0,0,2
3963,0.57,3,206,4,0,0,2
3964,0.95,4,216,3,0,0,2
3965,0.86,5,200,3,0,0,2
3966,0.82,4,202,2,0,0,2
3967,0.18,4,217,4,0,0,2
3968,0.58,5,151,4,0,0,2
3969,0.57,3,224,2,0,0,0
3970,0.94,5,148,3,0,0,1
3971,0.2,6,224,5,1,0,2
3972,0.73,2,243,5,1,0,2
3973,0.94,4,238,3,1,0,2
3974,0.99,3,254,3,0,0,2
3975,0.22,4,218,4,0,0,1
3976,0.67,3,237,3,0,0,1
3977,0.49,4,185,2,0,0,1
3978,0.78,4,184,3,0,0,1
3979,0.15,2,176,3,1,0,1
3980,0.91,4,260,3,0,0,1
3981,0.7,4,254,4,0,0,1
3982,0.6,3,221,3,0,0,1
3983,0.59,5,257,2,0,0,1
3984,0.59,3,265,3,1,0,1
3985,0.55,3,138,3,1,0,1
3986,0.42,3,163,2,1,0,1
3987,0.57,3,144,3,0,0,1
3988,0.72,3,146,2,1,0,1
3989,0.83,3,242,6,0,0,1
3990,0.89,4,249,3,0,0,1
3991,0.55,3,245,3,0,0,1
3992,0.53,4,201,2,0,0,1
3993,0.74,4,177,4,1,0,2
3994,0.63,4,160,2,0,0,2
3995,0.63,6,177,2,1,0,2
3996,0.61,4,153,3,0,0,2
3997,0.76,3,197,5,0,0,2
3998,0.67,4,246,4,0,0,2
3999,0.51,4,258,3,0,0,2
4000,0.67,3,137,3,0,0,2
4001,0.16,3,178,4,0,0,2
4002,0.34,4,123,4,0,0,2
4003,0.58,5,162,3,1,0,2
4004,0.5,5,210,5,0,0,2
4005,0.56,4,197,3,1,0,0
4006,0.56,3,220,3,0,0,1
4007,0.74,4,133,2,0,0,2
4008,0.69,3,198,2,0,0,2
4009,0.15,4,160,5,0,0,2
4010,0.58,2,180,2,0,0,2
4011,0.8,3,217,3,0,0,1
4012,0.5,3,223,3,0,0,1
4013,0.66,4,229,2,0,0,1
4014,0.81,4,159,3,0,0,1
4015,0.14,5,253,5,0,0,1
4016,0.92,3,235,2,0,0,1
4017,0.69,4,186,3,0,0,1
4018,0.66,4,263,2,0,0,1
4019,0.85,4,239,4,0,0,1
4020,0.83,4,151,2,0,0,1
4021,1.0,3,106,4,0,0,1
4022,0.68,3,183,4,0,0,1
4023,0.26,3,125,2,0,0,1
4024,0.35,3,157,2,0,0,1
4025,0.12,3,241,2,0,0,1
4026,0.91,4,184,3,0,0,1
4027,0.65,4,144,3,0,0,1
4028,0.78,3,255,4,1,0,1
4029,0.61,3,261,4,0,0,1
4030,0.64,4,207,2,0,0,1
4031,0.58,4,205,4,0,0,1
4032,0.63,4,217,2,1,0,2
4033,0.94,4,215,2,1,0,2
4034,0.26,5,139,4,0,0,2
4035,0.59,3,146,3,0,0,2
4036,0.78,4,175,3,0,0,2
4037,0.86,5,188,3,0,0,2
4038,0.79,5,155,3,0,0,2
4039,0.89,4,171,4,0,0,2
4040,0.34,4,184,3,0,0,2
4041,0.29,3,164,6,0,0,2
4042,0.71,3,244,4,0,0,2
4043,0.93,4,222,2,0,0,2
4044,0.94,4,231,3,1,0,0
4045,0.91,3,213,3,0,0,1
4046,0.71,4,144,4,0,0,2
4047,0.67,3,221,4,1,0,2
4048,0.54,3,138,3,1,0,2
4049,0.89,3,183,4,0,0,2
4050,0.94,3,250,3,1,0,1
4051,0.15,3,219,6,0,0,1
4052,0.45,6,164,4,1,0,1
4053,0.92,4,161,4,1,0,1
4054,0.63,4,274,5,1,0,1
4055,0.8,4,181,3,1,0,1
4056,0.45,3,148,2,0,0,1
4057,0.72,3,226,2,1,0,1
4058,0.84,6,256,5,0,0,1
4059,0.61,3,141,2,0,0,1
4060,0.63,3,177,3,0,0,1
4061,0.49,4,173,2,0,0,1
4062,0.68,2,196,3,0,0,1
4063,0.64,5,179,2,0,0,1
4064,0.61,4,201,3,0,0,1
4065,0.83,5,247,3,0,0,1
4066,0.94,5,238,2,0,0,1
4067,0.27,3,133,6,0,0,1
4068,0.6,2,194,4,0,0,1
4069,0.83,4,232,2,0,0,1
4070,0.53,3,232,3,0,0,1
4071,0.79,4,204,3,0,0,2
4072,0.96,4,252,3,1,0,2
4073,0.5,3,164,3,0,0,2
4074,0.68,5,266,2,0,0,2
4075,0.24,4,226,4,1,0,2
4076,0.8,4,252,6,0,0,2
4077,0.62,4,155,3,0,0,2
4078,1.0,3,202,2,0,0,2
4079,0.64,3,214,3,0,0,2
4080,0.51,4,267,3,0,0,2
4081,0.74,4,265,3,0,0,2
4082,0.49,3,221,2,1,0,2
4083,0.96,4,132,6,0,0,0
4084,0.59,4,227,4,1,0,1
4085,0.84,4,234,3,0,0,2
4086,0.16,3,238,6,0,0,2
4087,0.62,3,149,2,1,0,2
4088,0.79,4,152,3,0,0,2
4089,0.53,4,249,3,1,0,1
4090,0.17,6,270,5,0,0,1
4091,0.57,3,200,2,0,0,1
4092,0.65,4,207,2,0,0,1
4093,0.69,4,266,2,1,0,1
4094,0.3,6,250,3,0,0,1
4095,0.99,3,220,3,0,0,1
4096,0.5,4,177,2,0,0,1
4097,0.54,3,147,2,0,0,2
4098,0.69,4,227,4,0,0,2
4099,0.5,4,272,2,0,0,2
4100,0.66,3,244,3,0,0,2
4101,1.0,5,182,3,1,0,2
4102,0.15,3,146,6,1,0,2
4103,0.31,5,259,5,1,0,2
4104,0.65,4,184,4,0,0,2
4105,0.72,4,149,2,0,0,2
4106,0.84,4,185,3,1,0,2
4107,0.55,3,254,2,0,0,2
4108,0.6,4,249,3,0,0,2
4109,0.84,4,269,2,0,0,2
4110,0.68,3,168,3,0,0,2
4111,0.13,6,225,3,0,0,2
4112,0.88,3,160,2,0,0,2
4113,0.64,5,149,3,1,0,2
4114,0.19,5,193,3,0,0,2
4115,0.83,5,171,3,1,0,2
4116,0.17,4,232,3,1,0,2
4117,0.44,4,250,6,0,0,2
4118,0.52,4,243,2,0,0,2
4119,0.66,4,250,2,0,0,2
4120,0.96,4,153,3,0,0,2
4121,0.19,5,126,3,1,0,2
4122,0.86,3,192,3,0,0,0
4123,0.65,3,137,4,1,0,0
4124,0.61,3,199,3,1,0,0
4125,0.53,3,181,3,1,0,0
4126,0.14,5,260,6,0,0,0
4127,0.74,4,199,4,0,0,0
4128,0.47,6,171,5,1,0,0
4129,0.6,4,260,3,0,0,0
4130,0.81,3,243,4,0,0,0
4131,0.95,2,154,4,0,0,0
4132,0.98,2,201,2,0,0,0
4133,0.52,5,234,3,0,0,0
4134,1.0,3,216,3,1,0,1
4135,0.16,5,205,4,1,0,1
4136,0.19,3,225,4,0,0,1
4137,0.94,3,229,3,0,0,1
4138,0.58,6,132,3,0,0,1
4139,0.92,4,180,3,0,0,1
4140,0.65,4,164,4,0,0,1
4141,0.74,5,175,3,0,0,1
4142,0.6,5,103,2,0,0,1
4143,1.0,5,142,4,0,0,1
4144,0.81,4,212,3,0,0,1
4145,0.54,2,129,3,1,0,1
4146,0.18,5,140,4,0,0,1
4147,0.82,4,149,2,0,0,1
4148,0.9,2,258,2,0,0,1
4149,0.62,4,136,2,0,0,2
4150,0.77,2,216,3,1,0,2
4151,0.58,3,151,2,0,0,2
4152,0.27,5,217,6,0,0,2
4153,0.78,4,219,3,0,0,2
4154,0.98,3,150,3,0,0,2
4155,0.75,4,98,4,0,0,2
4156,0.74,5,140,3,0,0,2
4157,0.9,3,259,3,1,0,2
4158,0.73,5,215,6,1,0,2
4159,0.9,4,258,3,0,0,2
4160,0.68,4,162,3,1,0,2
4161,0.9,3,260,4,0,0,0
4162,0.64,5,198,2,0,0,0
4163,0.63,2,242,3,1,0,0
4164,0.87,4,219,4,0,0,0
4165,0.6,4,204,3,0,0,0
4166,0.7,3,157,3,0,0,0
4167,0.15,5,244,6,0,0,0
4168,0.45,3,122,3,0,0,0
4169,0.43,5,282,5,0,0,1
4170,0.92,5,195,5,0,0,1
4171,0.72,4,134,2,0,0,1
4172,0.94,3,210,2,0,0,1
4173,0.74,3,170,3,0,0,1
4174,0.48,2,140,3,1,0,1
4175,0.84,5,215,2,1,0,1
4176,0.53,3,150,3,0,0,1
4177,0.45,5,268,3,1,0,2
4178,0.95,4,270,4,0,0,2
4179,0.95,3,163,3,0,0,2
4180,0.7,3,188,2,0,0,2
4181,0.19,3,110,4,0,0,2
4182,0.74,5,135,3,0,0,2
4183,0.54,4,228,3,0,0,2
4184,0.5,5,172,2,0,0,2
4185,0.95,3,168,5,0,0,2
4186,0.69,5,160,3,0,0,2
4187,0.24,5,282,3,0,0,2
4188,0.96,5,184,2,1,0,2
4189,0.61,4,217,4,1,0,2
4190,0.76,6,281,3,0,0,2
4191,0.61,3,245,2,0,0,2
4192,0.37,2,285,5,0,0,2
4193,0.81,4,165,3,0,0,2
4194,0.59,3,146,3,0,0,2
4195,0.73,3,133,3,0,0,2
4196,0.87,2,181,6,0,0,2
4197,0.67,6,152,3,0,0,2
4198,0.96,2,284,3,0,0,2
4199,0.98,3,157,3,0,0,2
4200,0.5,4,165,2,0,0,0
4201,0.49,3,255,2,1,0,1
4202,0.13,4,194,4,0,0,2
4203,0.57,3,102,6,0,0,2
4204,0.51,4,247,2,0,0,2
4205,0.99,3,206,2,0,0,2
4206,0.8,3,171,2,0,0,2
4207,0.56,5,263,4,0,0,2
4208,0.96,4,272,4,1,0,2
4209,0.96,3,158,2,1,0,2
4210,0.87,6,216,6,1,0,2
4211,0.61,5,113,3,0,0,2
4212,0.18,3,140,4,0,0,1
4213,0.24,5,178,5,0,0,1
4214,0.86,4,153,3,0,0,1
